,"Total Beds (ES,TH,SH)",,,,,,,,,,Emergency Shelter (ES),,,,,,,,,Transitional Housing (TH),,,,,,,,Safe Haven (SH),,,,,,Permanent Supportive Housing (PSH),,,,,,,,
SD-500,"1,379","1,000",348,34.80%,716,663,0,224,643,736,716,337,157,46.60%,0,42,139,405,311,663,663,663,191,28.80%,85,238,425,0,0,0,0,0.00%,0,257,257,257,221,86.00%,145,25,85,172
TN-500,335,300,300,100.00%,185,150,0,60,151,184,185,185,185,100.00%,0,0,17,40,145,150,150,115,115,100.00%,43,111,39,0,0,0,0,0.00%,0,289,289,270,252,93.30%,114,39,108,181
TN-501,"1,685","1,596","1,419",88.90%,425,"1,260",0,229,798,887,425,398,329,82.70%,0,150,47,168,257,"1,260","1,260","1,198","1,090",91.00%,182,630,630,0,0,0,0,0.00%,0,326,326,326,294,90.20%,147,29,86,240
TN-502,865,848,684,80.70%,414,451,0,56,175,690,414,397,392,98.70%,0,156,21,64,350,451,451,451,292,64.70%,35,111,340,0,0,0,0,0.00%,0,654,654,654,583,89.10%,186,130,301,353
TN-503,281,196,138,70.40%,124,157,0,18,70,211,124,53,34,64.20%,11,29,10,40,84,157,157,143,104,72.70%,8,30,127,0,0,0,0,0.00%,0,124,124,124,124,100.00%,24,12,48,76
TN-504,"1,661","1,533",482,31.40%,"1,023",622,16,116,340,"1,321","1,023",956,78,8.20%,226,0,52,129,894,622,622,561,388,69.20%,64,211,411,16,16,16,16,100.00%,16,950,950,950,855,90.00%,148,109,285,665
TN-506,248,180,82,45.60%,188,60,0,35,112,136,188,124,26,21.00%,0,0,24,75,113,60,60,56,56,100.00%,11,37,23,0,0,0,0,0.00%,0,64,64,64,64,100.00%,15,31,49,15
TN-507,292,243,118,48.60%,60,224,8,37,116,176,60,41,29,70.70%,25,17,20,48,12,224,224,194,89,45.90%,17,68,156,8,8,8,0,0.00%,8,201,201,201,191,95.00%,46,19,43,158
TN-509,389,334,202,60.50%,287,102,0,16,73,316,287,232,127,54.70%,0,0,6,43,244,102,102,102,75,73.50%,10,30,72,0,0,0,0,0.00%,0,174,174,174,174,100.00%,117,19,57,117
TN-510,164,108,34,31.50%,156,8,0,19,97,67,156,108,34,31.50%,0,10,18,92,64,8,8,0,0,.,1,5,3,0,0,0,0,0.00%,0,61,61,61,61,100.00%,19,11,25,36
TN-512,282,153,61,39.90%,258,24,0,53,142,140,258,129,53,41.10%,0,535,53,142,116,24,24,24,8,33.30%,0,0,24,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0,0
TX-500,"1,755","1,521","1,178",77.40%,785,926,44,326,"1,021",734,785,635,482,75.90%,121,130,115,372,413,926,926,842,652,77.40%,211,649,277,44,44,44,44,100.00%,44,839,839,839,228,27.20%,46,218,634,205
TX-501,857,792,343,43.30%,504,353,0,91,291,566,504,439,99,22.60%,90,0,75,181,323,353,353,353,244,69.10%,16,110,243,0,0,0,0,0.00%,0,67,67,67,15,22.40%,20,0,0,67
TX-503,"1,220",999,952,95.30%,731,472,17,199,581,639,731,645,645,100.00%,12,93,88,248,483,472,472,337,290,86.10%,111,333,139,17,17,17,17,100.00%,17,540,540,540,540,100.00%,145,40,99,441
TX-504,116,95,87,91.60%,76,40,0,16,50,66,76,55,47,85.50%,50,68,10,20,56,40,40,40,40,100.00%,6,30,10,0,0,0,0,0.00%,0,42,42,42,42,100.00%,21,4,8,34
TX-600,"4,288","3,743","1,141",30.50%,"2,262","1,981",45,491,"1,560","2,728","2,262","1,961",125,6.40%,0,180,171,585,"1,677","1,981","1,981","1,737",971,55.90%,320,975,"1,006",45,45,45,45,100.00%,45,"1,222","1,222","1,222",947,77.50%,574,89,212,"1,010"
TX-601,"2,326","1,910","1,910",100.00%,"1,333",973,20,366,"1,140","1,186","1,333","1,159","1,159",100.00%,0,91,85,398,935,973,973,731,731,100.00%,281,742,231,20,20,20,20,100.00%,20,"1,572","1,572","1,572","1,382",87.90%,558,280,695,877
TX-603,"1,280","1,176",998,84.90%,744,516,20,143,569,711,744,655,584,89.20%,0,79,48,240,504,516,516,501,394,78.60%,95,329,187,20,20,20,20,100.00%,20,170,170,170,135,79.40%,78,3,6,164
TX-604,284,211,195,92.40%,102,166,16,33,134,150,102,47,47,100.00%,0,33,13,46,56,166,166,148,148,100.00%,20,88,78,16,16,16,0,0.00%,16,54,54,54,19,35.20%,12,1,4,50
TX-607,"3,820","2,295","1,234",53.80%,"3,022",798,0,596,"2,136","1,684","3,022","1,635",728,44.50%,51,368,427,"1,626","1,396",798,798,660,506,76.70%,169,510,288,0,0,0,0,0.00%,0,52,52,52,52,100.00%,28,11,24,28
TX-610,87,63,34,54.00%,53,34,0,17,58,29,53,29,0,0.00%,0,26,7,24,29,34,34,34,34,100.00%,10,34,0,0,0,0,0,0.00%,0,48,48,48,48,100.00%,0,4,12,36
TX-611,647,627,627,100.00%,573,74,0,59,215,432,573,553,553,100.00%,2,17,36,144,429,74,74,74,74,100.00%,23,71,3,0,0,0,0,0.00%,0,57,57,57,57,100.00%,24,3,12,45
TX-624,275,238,0,0.00%,275,0,0,25,90,185,275,238,0,0.00%,0,13,25,90,185,0,0,0,0,0.00%,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0,0
TX-700,"4,088","3,337","2,078",62.30%,"1,392","2,676",20,449,"1,554","2,534","1,392","1,083",700,64.60%,0,175,147,546,846,"2,676","2,676","2,234","1,358",60.80%,302,"1,008","1,668",20,20,20,20,100.00%,20,"1,729","1,729","1,503","1,382",91.90%,350,257,851,878
TX-701,302,302,237,78.50%,213,89,0,47,105,197,213,213,148,69.50%,0,9,27,65,148,89,89,89,89,100.00%,20,40,49,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0,0
TX-702,303,160,62,38.80%,182,121,0,58,207,96,182,120,24,20.00%,0,0,28,91,91,121,121,40,38,95.00%,30,116,5,0,0,0,0,0.00%,0,16,16,16,16,100.00%,7,3,9,7
TX-703,374,272,132,48.50%,242,132,0,67,176,198,242,187,97,51.90%,20,10,38,98,144,132,132,85,35,41.20%,29,78,54,0,0,0,0,0.00%,0,101,101,101,27,26.70%,0,17,52,49
TX-704,371,239,239,100.00%,252,119,0,42,165,206,252,175,175,100.00%,0,515,28,107,145,119,119,64,64,100.00%,14,58,61,0,0,0,0,0.00%,0,41,41,41,41,100.00%,32,0,0,41
UT-500,"1,627","1,342","1,279",95.30%,824,754,49,250,789,838,824,666,621,93.20%,452,105,87,276,548,754,754,627,609,97.10%,163,513,241,49,49,49,49,100.00%,49,"1,182","1,182","1,182","1,039",87.90%,421,165,476,706
UT-503,"1,114",635,492,77.50%,497,617,0,197,754,360,497,271,211,77.90%,0,78,71,311,186,617,617,364,281,77.20%,126,443,174,0,0,0,0,0.00%,0,124,124,124,83,66.90%,79,4,11,113
UT-504,181,117,93,79.50%,89,92,0,38,121,60,89,47,41,87.20%,0,5,20,72,17,92,92,70,52,74.30%,18,49,43,0,0,0,0,0.00%,0,189,189,189,183,96.80%,79,26,72,117
VA-500,896,849,660,77.70%,282,593,21,78,277,619,282,235,235,100.00%,105,102,21,91,191,593,593,593,404,68.10%,57,186,407,21,21,21,21,100.00%,21,439,439,439,393,89.50%,80,69,222,217
VA-501,462,407,185,45.50%,330,132,0,44,172,290,330,288,78,27.10%,100,99,26,106,224,132,132,119,107,89.90%,18,66,66,0,0,0,0,0.00%,0,276,276,276,255,92.40%,135,33,93,183
VA-502,821,743,229,30.80%,384,272,165,43,187,634,384,306,118,38.60%,0,5,27,129,255,272,272,272,111,40.80%,16,58,214,165,165,165,0,0.00%,165,81,81,81,79,97.50%,19,10,25,56
VA-503,431,301,265,88.00%,176,255,0,74,308,123,176,113,96,85.00%,64,17,20,96,80,255,255,188,169,89.90%,54,212,43,0,0,0,0,0.00%,0,203,203,203,203,100.00%,54,4,9,194
VA-504,179,153,131,85.60%,103,76,0,18,58,121,103,77,73,94.80%,60,10,0,0,103,76,76,76,58,76.30%,18,58,18,0,0,0,0,0.00%,0,103,103,103,103,100.00%,33,0,0,103
VA-505,555,410,122,29.80%,204,329,22,84,288,267,204,134,30,22.40%,274,51,28,84,120,329,329,254,70,27.60%,56,204,125,22,22,22,22,100.00%,22,354,354,354,166,46.90%,67,28,89,265
VA-507,143,101,101,100.00%,72,71,0,30,111,32,72,30,30,100.00%,60,0,17,62,10,71,71,71,71,100.00%,13,49,22,0,0,0,0,0.00%,0,89,89,89,64,71.90%,44,5,10,79
VA-508,250,208,111,53.40%,135,115,0,27,113,137,135,93,28,30.10%,0,0,14,56,79,115,115,115,83,72.20%,13,57,58,0,0,0,0,0.00%,0,64,64,64,64,100.00%,7,17,53,11
VA-509,80,80,80,100.00%,58,22,0,19,19,61,58,58,58,100.00%,0,27,19,19,39,22,22,22,22,100.00%,0,0,22,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0,0
VA-510,89,69,0,0.00%,81,8,0,57,57,32,81,61,0,0.00%,0,0,57,57,24,8,8,8,0,0.00%,0,0,8,0,0,0,0,0.00%,0,55,55,55,18,32.70%,0,0,0,55
VA-512,38,38,38,100.00%,10,28,0,9,35,3,10,10,10,100.00%,0,0,3,10,0,28,28,28,28,100.00%,6,25,3,0,0,0,0,0.00%,0,6,6,6,6,100.00%,2,0,0,6
VA-513,237,133,34,25.60%,158,79,0,30,92,145,158,79,22,27.80%,0,35,15,45,113,79,79,54,12,22.20%,15,47,32,0,0,0,0,0.00%,0,49,49,49,4,8.20%,7,10,28,21
VA-514,137,114,112,98.20%,105,32,0,32,87,50,105,82,80,97.60%,50,0,19,55,50,32,32,32,32,100.00%,13,32,0,0,0,0,0,0.00%,0,10,10,10,0,0.00%,10,0,0,10
VA-517,134,134,133,99.30%,81,53,0,20,56,78,81,81,81,100.00%,0,0,19,54,27,53,53,53,52,98.10%,1,2,51,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0,0
VA-518,170,154,154,100.00%,136,34,0,22,115,55,136,120,120,100.00%,20,0,17,88,48,34,34,34,34,100.00%,5,27,7,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0,0
VA-519,26,8,8,100.00%,26,0,0,7,23,3,26,8,8,100.00%,20,3,7,23,3,0,0,0,0,0.00%,0,0,0,0,0,0,0,0.00%,0,21,21,21,0,0.00%,0,0,0,21
VA-521,860,590,543,92.00%,451,409,0,202,696,164,451,230,207,90.00%,15,5,89,326,125,409,409,360,336,93.30%,113,370,39,0,0,0,0,0.00%,0,12,12,12,12,100.00%,12,0,0,12
VA-600,267,267,184,68.90%,115,147,5,61,198,69,115,115,94,81.70%,73,15,21,71,44,147,147,147,85,57.80%,40,127,20,5,5,5,5,100.00%,5,69,69,69,69,100.00%,39,6,15,54
VA-601,"1,299","1,146",963,84.00%,363,928,8,300,986,313,363,329,321,97.60%,208,63,70,203,160,928,928,809,634,78.40%,230,783,145,8,8,8,8,100.00%,8,280,280,280,265,94.60%,98,7,34,246
VA-602,152,140,140,100.00%,87,65,0,48,125,27,87,75,75,100.00%,16,2,34,69,18,65,65,65,65,100.00%,14,56,9,0,0,0,0,0.00%,0,2,2,2,2,100.00%,1,0,0,2
VA-603,344,344,327,95.10%,192,152,0,57,200,144,192,192,175,91.10%,67,0,28,104,88,152,152,152,152,100.00%,29,96,56,0,0,0,0,0.00%,0,33,33,33,33,100.00%,25,3,8,25
VA-604,379,347,315,90.80%,177,202,0,98,311,68,177,145,145,100.00%,38,0,34,109,68,202,202,202,170,84.20%,64,202,0,0,0,0,0,0.00%,0,18,18,18,15,83.30%,16,0,0,18
VI-500,148,116,75,64.70%,61,87,0,8,29,119,61,29,29,100.00%,15,0,7,25,36,87,87,87,46,52.90%,1,4,83,0,0,0,0,0.00%,0,43,43,43,43,100.00%,24,3,6,37
VT-500,458,380,240,63.20%,226,226,6,82,215,243,226,157,92,58.60%,39,23,45,126,100,226,226,217,142,65.40%,37,89,137,6,6,6,6,100.00%,6,182,182,182,149,81.90%,51,14,39,143
VT-501,328,288,164,56.90%,169,159,0,70,174,154,169,155,135,87.10%,5,1,29,88,81,159,159,133,29,21.80%,41,86,73,0,0,0,0,0.00%,0,139,139,139,95,68.30%,61,3,5,134
WA-500,"6,730","6,077","5,112",84.10%,"2,485","4,200",45,"1,065","3,914","2,816","2,485","2,299","1,951",84.90%,329,40,210,804,"1,681","4,200","4,200","3,733","3,116",83.50%,855,"3,110","1,090",45,45,45,45,100.00%,45,"3,382","3,382","3,382","2,839",83.90%,"1,233",219,716,"2,666"
WA-501,"5,451","4,565","3,276",71.80%,"1,758","3,693",0,"1,234","3,806","1,645","1,758","1,232",796,64.60%,320,195,286,"1,003",755,"3,693","3,693","3,333","2,480",74.40%,948,"2,803",890,0,0,0,0,0.00%,0,"1,611","1,611","1,568",850,54.20%,620,181,591,"1,020"
WA-502,"1,320","1,222",881,72.10%,685,635,0,202,614,706,685,640,344,53.80%,0,76,66,231,454,635,635,582,537,92.30%,136,383,252,0,0,0,0,0.00%,0,435,435,435,346,79.50%,109,37,80,355
WA-503,"1,652","1,420","1,074",75.60%,360,"1,292",0,475,"1,270",382,360,306,263,85.90%,176,0,56,151,209,"1,292","1,292","1,114",811,72.80%,419,"1,119",173,0,0,0,0,0.00%,0,426,426,426,292,68.50%,118,45,157,269
WA-504,"1,592","1,511","1,366",90.40%,395,"1,197",0,406,"1,255",337,395,376,277,73.70%,0,6,44,137,258,"1,197","1,197","1,135","1,089",95.90%,362,"1,118",79,0,0,0,0,0.00%,0,967,967,967,702,72.60%,223,185,588,379
WA-507,483,448,210,46.90%,297,186,0,107,315,168,297,262,93,35.50%,37,29,37,145,152,186,186,186,117,62.90%,70,170,16,0,0,0,0,0.00%,0,99,99,99,99,100.00%,9,4,10,89
WA-508,843,815,684,83.90%,164,668,11,157,495,348,164,136,114,83.80%,74,26,26,62,102,668,668,668,559,83.70%,131,433,235,11,11,11,11,100.00%,11,679,679,679,510,75.10%,131,132,358,321
WI-500,"3,763","2,564","2,064",80.50%,"1,888","1,868",7,835,"2,562","1,201","1,888","1,149",865,75.30%,186,353,345,"1,147",741,"1,868","1,868","1,408","1,192",84.70%,490,"1,415",453,7,7,7,7,100.00%,7,334,334,334,283,84.70%,27,37,112,222
WI-501,"1,497","1,424","1,340",94.10%,722,732,43,211,690,807,722,659,643,97.60%,0,30,85,284,438,732,732,722,654,90.60%,126,406,326,43,43,43,43,100.00%,43,864,864,864,864,100.00%,93,75,214,650
WI-502,293,228,182,79.80%,202,91,0,41,149,144,202,171,125,73.10%,0,30,18,81,121,91,91,57,57,100.00%,23,68,23,0,0,0,0,0.00%,0,51,51,46,36,78.30%,19,1,4,47
WI-503,455,455,448,98.50%,180,261,14,75,259,196,180,180,180,100.00%,0,14,32,135,45,261,261,261,254,97.30%,43,124,137,14,14,14,14,100.00%,14,790,790,790,641,81.10%,77,139,451,339
WV-500,189,152,145,95.40%,144,45,0,27,70,119,144,121,114,94.20%,17,35,14,29,115,45,45,31,31,100.00%,13,41,4,0,0,0,0,0.00%,0,16,16,16,16,100.00%,11,0,0,16
WV-501,323,302,302,100.00%,213,98,12,45,174,149,213,192,192,100.00%,0,0,21,95,118,98,98,98,98,100.00%,24,79,19,12,12,12,12,100.00%,12,272,272,272,249,91.50%,58,27,57,215
WV-503,462,445,256,57.50%,305,157,0,53,173,289,305,288,147,51.00%,0,34,34,104,201,157,157,157,109,69.40%,19,69,88,0,0,0,0,0.00%,0,110,110,110,99,90.00%,57,0,0,110
WV-508,"1,028",779,525,67.40%,582,446,0,130,286,742,582,401,269,67.10%,0,20,78,152,430,446,446,378,256,67.70%,52,134,312,0,0,0,0,0.00%,0,105,105,105,84,80.00%,43,21,41,64
WY-500,904,626,255,40.70%,558,346,0,149,430,474,558,308,113,36.70%,0,97,88,259,299,346,346,318,142,44.70%,61,171,175,0,0,0,0,0.00%,0,123,123,123,8,6.50%,13,0,0,123
Total,"424,432","370,704","287,730",,"221,610","200,623","2,199","68,063","217,462","206,970","221,610","186,656","146,704",,"19,668","32,393","32,878","107,950","113,660","200,623","200,623","181,849","139,053",,"35,185","109,512","91,111","2,199","2,199","2,199","1,973",,"2,199","236,798","236,798","234,267","171,472",,"55,256","33,060","95,353","141,445"
